,Text
21,   문재인의 두 얼굴 !!! 세월호는 참사 3년 기억식까지 하고 제천 화재 참사로 29명의 떼 죽음은 발인식날 음악회를 찾은 문재인이다 pic.twitter.com/JNoXZZGnF8  
22,   승객들 구할생각 안하고 저만 팬티바람으로 탈출한 세월호 선장이랑  북핵과 탄저균에 노출된 자국민 살릴생각 안하고 저들만 살겠다고 저들백신만 구입한 청와대와  뭐가 다르지?  
23,   '세월호 리본 아저씨' 별세에 대전 시민사회 슬픔 잠겨 #이명영 #세월호리본 #정의당 #유랑자 omn.kr/p4nh 장재완 기자  
24,   [ 부고 ] 세월호 활동가셨던 대전의 유랑자(이명영)님 부고 소식 전합니다  어제 오전에도 한해를 마감하는 인사글까지 남기셨던 분인데 아직까지도 믿기지가 않습니다  당신의 빈자리 계속 이어갈께요 ㅜㅜ   - 빈소 : 남대전 장례식장 5호실 - 추모식 및 발인 일정 : 미정 pic.twitter.com/wa21dkpD3h  
25,  세월호와 제천화재를 비교하는건 정말 나쁜새끼여. 어느 누구하나 소중하지 않은 생명은 없는데 진실을 빍히고 재발방지 목적이 아닌 정략적 정권발목잡기 용도로 제천화재에 세월호를 끌어오는건 자유당 쓰레기들의 반성없는 몸짓임. 이건 인간이하의 개쓰레기임. 그걸 댓글알바하는넘도 벌받아야함  
26,"   ‘최종적 불가역적 해결’ 이 위안부 문제 해결 인가? 박그네 세월호 7시간 연예보도 인가??  2015.4 산께이 기자 가토와 아베의 독대 이후 일본 태도가 강경해졌다며, 그 배경에 “세월호 7시간. 가능성이 높다”  영웅이 된 가토 다쓰야…박근혜, 아베 정권에 덜미 잡혔나?  mediatoday.co.kr/?mod=news&act=…  "
27,   문통부부가 피해 유족분들 눈물도 마르기전에 음악회 갔다는게 어이없는 일이지 만 세월호유족 대표였고 정의당원인 유경근이란자 가 같이 참석 했다니 더 놀 랍다 mb나박통이 이 시국 에 음악회 다니고 했으면 이자들이 뭐라고 했을까? 생각만 해도 끔찍하다..  
28,"   현직 소방관 ""제천 화재, 2층 창문 깼다면 한명도 못살았을 것""  news.chosun.com/site/data/html… 세월호때 온갓 잡놈이 이말저말로 국민을 속이던 것이나 제천화재때 이놈 저놈이 헛소리하는 것은 달라진 것이 없다. 달라진 건 문씨가 세월호때는 대통령책임으로 몰고 제천화재는 국민책임으로 몰고  "
29,"   5.18 과 세월호로 돌려막기하는 문정권~~!!  광주 땅 다 파봐라~~ 공룡뼈 나올 때까정~~ㅉ  삽질 고마하고,,  ✔5.18 유공자 명단이나 공개하라~!!!!!  v.media.daum.net/v/201712271500…  "
30,"   며칠 전, 제천 화재사고에 대해 뭐라 하나, 잠깐 mbc뉴스데스크를 틀어봤더니, 땡 하자마자 어떤 닌겐이 노란리본 달고 서서 꾸벅 절을 하다시피 하더니, 국민께 사죄, 세월호 어쩌고 한다. 뭣이라? 제천사고는? 야, 국민이 좌좀들만 있는 것도 아니고, 공영방송이 완전 미쳤다. 이건 문병신의 독재다  "
31,   회충이 우글대는 북한 군인도 맞는 탄저 백신을 우리 귀한 아들들은 못 맞고 다 늙어터져 죽어도 하나도 안 아까운 니네 문치매정권만 쳐맞냐? 세월호 배 뒤집는데 돈지랄한다고 수고가 많다. 나라생각 1도 없는 역적들아.  
32,"   ""세월호를 구하지 않고 정권을 구한 방송, 정부의 입이 되어 한 방향으로 몰아간 방송. 바로 권력에 충성했기 때문이고, 공영방송의 진짜 주인인 국민을 배신했기 때문입니다""(박성호 앵커)... fb.me/771RYMzGh  "
33,"  세월호 참사는 박근혜의 학살, 구할 수 있었는데 구하지 않았다, 세월호 침몰은 국가의 침몰, 결코 잊지 않겠습니다... 박근혜 퇴진!  제천 참사는 문재인의 학살, 구할 수 있었는데 구하지 않았다, 제천 화재는 국가의 화재, 결코 잊지 않겠습니다... 문재인 퇴진!  이중잣대는 불허하노라  "
34,"   자유당,대형LPG통 박격포라도 쏴서 없애버려야했다하고,홍준표,제천참사 세월호 비유하는데?(세월호침몰 하루전날'선장 •기관장'바뀌듯)여탕,비상구 아는직원들 다짤렸다는데? 남탕은(비상구아는)이발사 따라서,전부 대피했고,  일본우익이 재집권위해'후쿠시마원전 경보시스템무력화'의혹,오버럽된다 pic.twitter.com/B39A4ddDMn  "
35,   다른 건 몰라도 정말 세월호는 그 입에 올리지 맙시다... #자유한국당 #나_국회의원인데 fb.me/1nZMzbEin  
36,   '정우성 저격' 윤서인 누구? 故 장자연 희화화∙세월호 조롱 '문제적 만화가' | 다음 연예 v.entertain.media.daum.net/v/201712261303… 한마디로 개새끼죠.  
37,   독일 여고생이 세월호 3주기 추모하며 한국어로 부른 합창 (영상) insight.co.kr/newsRead.php?A…  
38,"   티비북조선 최병묵 ""세월호사고와  제천화재비교 마라?국민트라우마 어쩌고~세월호사고는 별건으로 왜 특별대우하나?세월호사고는 두고두고울궈먹어야하는 보물이냐?국민트라우마같은소리하고 나불거리고 앉아있네, 빤히보이는 지상에서29명사망이 우습냐?사고방식도 눌린돼지수준! 마이크 탄저균들!  "
39,   <이 분의 입에서 어떻게 세월호 얘기가 나올 수 있는지...얼굴의 두께와 심장의 강도에 놀랄 뿐> 홍준표 ＂현장 대응 잘못으로 제천참사 키워…세월호와 똑같다＂ (출처 : 연합뉴스 | 네이버 뉴스) naver.me/Fg6UMNX3  
40,   '박근혜 공범 황교안'이 봉인한 ‘세월호 7시간 기록’ 압수수색 박근혜 국정농단’ 범죄 일급 부역자 중 아직 구속안된 황교안이 남았다 amn.kr/sub_read.html?…  
41,   하늘엔 영광 대한민국에는 통곡. 박근혜 대통령이 세월호 장례식때 음악회에 가서 입이 찌져지도록 웃고 있었다면 청와대가 불탔을꺼다 촛불반란의 시발점 세월호는 4년을 울거먹고 또 울거 먹으면서 제천 장례식땐 부부가 화려하게 차려입고 웃고있다 노란리본 말고 검은리본도 없다 후안무치다 pic.twitter.com/sT385D9dtH  
42,   장제원이 제천참사에 대통령 할 일이 눈물이나 흘리는 것이냐고 비아냥대자 세월호 유가족 김영오씨가 SNS에 “전 청와대 대변인 민경욱이 세월호 침몰할 때 ‘야! 난리났다’ 하면서 쳐 웃었던 것처럼 웃어야 되나요. 아니면 박근혜처럼 거짓눈물 흘리는 것인가요”라며 꼬집었다. 백번 옳은 말씀이다.  
43,   역시 홍준표 대표 답게 성탄에도 국민들을 불편하게 만드는군요. 세월호를 외면하고 유족들을 탄압했던 자유당이 이제 갑자기 세월호를 정치적으로 이용하려는 것을 좌시하지 않겠다는 유족들의 경고도 무시하고... fb.me/2qkHvU1Kb  
44,"   이 나라 언론이 얼마나 썩었냐면.. 제천 화재 보도행태로 기레기들이 욕 먹으니까 탄저균 같은 오보를 만들어서 논란을 조장하고, 관심을 돌림. 이건 세월호 때 충격 상쇄용 아이템 개발하라고 지시했던 박근혜 정부 행태와 똑같습니다. 스포츠 센터 주인이 자유당 의원 처남이란 건 왜 감추죠? pic.twitter.com/750iunv0WT  "
45,"   박근혜정부와 홍준표의원님은 세월호참사를 겪고 3년이라는 시간이 흐르는 동안 해상안전 점검을 얼마나 하셨나요? 오히려 세월호참사 전보다 해상사고가 더 많아졌던데. 그것은 적폐정권 지키기 아닌가요.  홍준표 ""제천 화재, 정부가 정치보복 하느라 재난점검 전혀 안해 ""v.media.daum.net/v/201712251521…  "
46,"   홍준표가 문정부를 ""세월호 참사를 '이용해' 정권을 잡은 세력""이라고 했군요  이건 이들이 왜 국민들이 혹한속에서 '촛불'을 들고 왜 자신들의 여왕이 '감옥'에 갔는지도 모른다는 것입니다  사람이 잘못을 모르면 '금수'라 했습니다 이런 정치인과 정치집단이 존재하는한 나라다운 나라는 요원합니다  "
47,   '자랑스런 성균인' 황교안 총리께서 막으셨잖아요.  국정원 댓글 수사도.  세월호 수사도.  엘시티 사건에도 개입하시고선....  v.media.daum.net/v/201712251047…  
48,   이런 자가 대한민국 추기경 이라는게 정말 챙피하다! 지난9년 정권의 딸랑이 노릇한 염수정 추기경.. 또 하나 추기경도 염수정과 동급이다!  염수정 추기경 '세월호 문제로 에너지 낭비 않았으면…유족도 양보해야'  google.co.kr/amp/amp.asiae.…  
49,"  #장제원 : 대통령의 할 일이 겨우 울먹이는 것이냐 #유민아빠 #김영오 : 전 청와대 대변인 민경욱이 2014년 #세월호 가 침몰할 때 긴박한 골든타임을 놓치고 ""난리났다""고 하면서 쳐웃었던 것처럼 쳐웃어야 되나요 #제천화재 #화재사고 #자유한국당 #일파만파 goo.gl/FrfVwJ pic.twitter.com/kLG3aaUIpX  "
50,   천벌 받을 적폐 염수정 추기경 박ㄹㅎ 때 세월호 아픔 안돼 유족도 양보해야 한다 막말 해놓고 올해 미사에서는 다른 생명을 존중할 줄 알고 주변의 고통에 기울이고 공감할 줄 아는 마음 특별히 지도자들 책임이 더 막중하다 쥐랄하네 대한민국 불행은 추기경 당신이다 pic.twitter.com/8Gt0hVHtZO  
51,"   광화문 촛불 160만 모이면 경찰은 60만명이라한다.  세월호에서 지금까지나온 철근~335t,더나오는데,검경합동조사단은 286t실렸다 사기쳤듯  검경은 이명박근혜때 철저한 개였다.  그런데 성완종 죽기전 작성한 돈받았다는 리스트새끼들 죄다 무죄때리는것보면 대법원까지 개라는거 아니냐?  환장한다?  "
52,"   아파트노인분들과 대화나눠봤는데. 제천화재사고와 세월호를 연관지어 생각하시는 분들은 전혀없었고. 대통령 방중성과는 잘 모르셨음. 문재인케어 세금퍼주기라 걱정하셨고. 중국과관계회복되고있다, 세금퍼주기아니다. 청와대와 민주당은 이 부분을 쉽게 알려드려 노인층에게 안도감 주어야할것같다  "
53,   제천화재로 문재인대통령의 슬픔을 자유당 장재원이 조롱했다.  저 호로잡넘들은 참사가 일어나면 웃어야 하나보다  세월호사건브리핑때도 웃음을 참지못하는 비열한 자유당호로잡넘들 pic.twitter.com/JH5sCgp1TO  
54,"   [세월호와 탄저균] 세월호 선장 이준석은 자기 혼자 살겠다고, 어린 학생들에겐 ""아무 문제없다. 선실에 머물라""라고 방송한 다음 빤스 차림으로 탈출했다. 청와대는 국민들에겐 한반도 위기를 충분히 (cont) tl.gd/n_1sqcfaa  "
55,"   검찰, 대통령기록관 '세월호 당일 문건' 확보 | 다음뉴스 v.media.daum.net/v/201712241916…  "
56,"   장제원 의원님.  전 청와대 대변인 민경욱이 2014년 세월호가 침몰할때 긴박한 골든타임을 놓치고 ""난리났다"" 하면서 쳐 웃었던 것 처럼 쳐 웃어야 되나요. . . (자한당 일부의원들은 문재인씨라고 부르던데... 저는 당신들처럼 무식하고 천박하지 않기에 ""장제원씨"" 라고 부르지 않겠습니다.) . pic.twitter.com/vGD5bh95Sp  "
57,"   홍준표""제천 참사,세월호때보다 잘못대응""해서란다.  박근혜가 세월호 구조방해했듯,  문재인정권이”제천화재 진압 방해했다”는거냐? 홍준표야?  세월호참사는”2009년 MB때’여객선 선령 제한은 30년으로’늘려서”이고,  제천화재는”2009년 건축규제완화로’스프링쿨러도없고,스티로폼 으로 외장’해서”다  "
58,"   홍준표 ""세월호보다 더 잘못 대응해 사상자를 키운 제천 참사"" 장제원 ""문재인 정권, 제천 대참사 만들어""   드라이피트 공법 허용하고 10층 미만 스프링클러 설치의무화 해제한 이명박 정권은 감싸고 화재참사를 세월호와 동일화 시켜보려는 사악한 집단에 분노한다!  "
59,  세월호때는 소유주 유병언만 까더니 제천화재는 자유당도의원 처남인 건물주는 소방관 뒤로 숨고 소방관만 깐다  
60,"   조선일보가 보도한 기사 제목은 이렇습니다, 문대통령 ‘사람이 먼저라더니’ 세월호 이후 뭐가 달라졌나, 조선일보야 이정도면 엄청나게 달라진겁니다, news.chosun.com/site/data/html…  "
61,"   ""세월호 이후 달라진 게 뭐냐?""(제천 화재 유족)  맞습니다 대통령만 바뀌었을 뿐 아무 것도 달라진 게 없습니다.  국회도,, 언론도.. 지방의회도.. 우리사회를 주도하는 기득권층의 의식도..  이들이 바뀌지 않는 한 나라는 달라지지 않습니다. 그래서 '적폐청산'이 시급히 이루어져야 하는 것입니다!  "
62,   유족들의 원망을 핑계삼아 섣부르게 '창문유리'니 '골든타임'이니 세월호를 연상시키는 기사 타이틀까지 달아 소방관 잘못으로 몰아놓고 2톤 LPG 가스통 등 초기에 유리창을 깰 상황이 아니었다는 정황이 나오자 그래도 자신들이 옳다는걸 꺾을수없어 불속에서도 가스통은 위험하지 않다고 바락바락.  
63,"   기자 : 대표님  홍 : 왜?  기자 : 오늘 기분이..  홍 : 기분 좋다    권력자가 반말을 해도, 핀잔을 받아도.. 히죽대는 것들이 오늘도 생사가 오가는 현장에서 거대한 가스탱크 지켜낸 9급 공무원만 흔들고 있다. 기자 니들이 묻더라. 세월호 이후 뭐가 변했냐고.. 가장 변하지 않은게 니들이다. pic.twitter.com/n1hFIDWs05  "
64,"   홍준표 ""제천 참사, 세월호보다 잘못 대응""  viewsnnews.com/article?q=1524… 언론의 검증 보도에 숟가락 얹지마세요. 니들이 악용하라고 제가 밤새 일하는게 아님다. 홍준표씨는 무능력한데다 부패하고 말 한마디 한마디가 정말 너무 역겨워..  "
65,"   제천 화재를 세월호에 비유하는 자들은, 그냥 정신병자 보다 못한 인간말종들인 겁니다. 세월호는 현재까지 진실규명 조차 제대로 이루어지지 않은 '참사' 입니다. 그 아픔과 고통을 1이라도 공유하는 사람이라면, 아무리 정부가 싫어도 함부로 비유할 수 없는 '참사'인 거죠. 미친 겁니다.  "
66,"   이번 제천 화재에 대한 대응이 세월호 때와 확연히 다른 집단이 있기는 합니다. 세월호 때는 정부 책임 없다고 했다가 지금은 정부가 책임져야 한다고 주장하는 족벌언론들. 근본적 변화를 방해하는 건, 이런 기회주의적 변화입니다.  "
67,"   ""세월호 이후 달라진 게 뭐냐?""(제천 화재 유족) 맞는 말입니다. 대통령과 청와대의 대처 말고는 국회의석 분포도, 관련 법률도, 소방관 수도, 건물주와 관리인의 의식도 달라지지 않았습니다. 바꾸는 게 중요합니다. 뭘 바꿔야 할 지를 아는 게, 더 중요합니다.  "
68,"  세월호 이후에도 변하지 않은건 문재인정부가 아니라 언론 너희같은데. 새정부는 끊임없이 소방관증원과 소방조직 중앙정부 일원화를 주장했지만, 그럴때 반대만 일삼는 야당에 스피커대주며 여야정쟁으로 취급하던게 너희고, 세월호때와 다름없이 참담한수준으로 제천사고 보도하고 있는건 너희잖아?  "
69,"  세월호 참사가 터졌을때 모든 언론은 유병헌이 세월호 주인이라고 24시간 살인자 취급했지 단 한군데도 박근혜정권에 대해 비난한 적 없었다. 그런데 지금 제천 화제에 대해 홍준표를 비롯 모든 언론의 화살은 엉뚱한 문재인정부로 향하고 있다. 정말 해도,해도 너무 한다.  "
70,"   이런 것 까지 알려드려야 하나 자괴감도 들지만...박근혜가 탄핵된 것은 최순실 ㆍ박근혜 국정농단 때문입니다. 세월호 참사 직무유기 부분은 탄핵사유에 안들어갔어요. 벌써 잊고 뻘소리 하는 정치인들, 망각하고 댓글이나 sns에 거짓말 하는 분들 입술에 침 발랐나 함 보세요...  "
71,   ㅇㅊㅅ가 세월호를 겪고도 대한민국이 안달라졌다고 하는데 맞는 말이다. 뇌물받은 돼지발정제남도 건재하고 소방관 증원 반대하다 불나면 가서 기념사진 찍는 정치인도 건재한데 대통령 하나 바뀌었다고 세상이 달라지겠는가.  
72,"   [자다가 봉창두드리는 소리치곤 요란하군요. 소방관 등 안전 공무원 충원을 기를 쓰고 반대하고 예산안 보이콧 한 자유당 대표가 할 소리일까요. 이게?] 홍준표 ""세월호 이용해 정권잡고 더 잘못 대응해 제천참사 키워"" | 다음뉴스 v.media.daum.net/v/201712231110…  "
73,"   제천화재도 언론들 프레임이 있음 보통 사고원인,정부규제 관리 탓을 하는데  이번엔 유독 소방관 대응과 출동시간 같은걸 물고 늘어지고 있음 (정부 대응시간도) 잘못도 없는데  세월호때 해경 늦장,미흡대응 정부 늦장과 대치시켜  세월호와 엮으려는거  "
74,   어제 뉴스룸도 마찬가지더만 ㅋ 접근을 세월호처럼 하고 있어 ㅋㅋㅋ 물에 떠있는 배에 갇힌 사람들 구조와 지상건물화마속에 갇힌 사람들과 구조방식이 같냐? 등신들이 많은건지 의도적인건지........ 건물울 그렇게 만든 건물주는 어디가고?  
75,   뭔 사고만 나면 세월호 사고처럼 접근하려고 하는지 ㅉㅉ 세월호 사고는 명백히 의도를 가지고 구하지 않은거고 제천 화재사고는 건물에 문제가 있어서 인명피해를 키운 거다. 열악한 소방장비 환경도 거기 포함이고! 기레기들아 건물주는 어디 숨겨놨니?  
76,"   [대다수 언론들 재난보도 수준하고는...] 제천 화재관련 언론보도를 주욱 읽어보니 초기언론보도들, 추측의 정도가 거의 소방당국 이지메 수준이다.게다가 언론이 제천화재 놓고 세월호 운운 하는데 세월호참사 때 MBC 등 전원구조 오보로 빚어진 혼란과 분노를 벌써 잊었나?  "
77,   좃까지 마세요 기레기님아  세월호 사건이 두가지 측면에서 역사에 남을 대참사였는데 하나는 정부의 대응이고  또다른 하나는 언론의 보도 참사였다 진정으로 언론에게 묻는다. 세월호 이후 니들 뭐 나아졌냐?  천박한 새끼들아  
78,   기레기들이 화재현장에서 창문 열면 안 된다는 거 몰라서 저런 기사 쓰는 게 아님. 골든타임 논란부터해서 자꾸 세월호와 엮어 보고 싶은 거지. 문꿀들이라도 정신 똑바로 차리고 기레기들 박살내야 함.  
79,"   [속보]검찰, 해양수산부 등 압수수색...세월호특조위 활동 방해   검찰, '세월호특조위 방해' 해수부·前간부 해수부 전격 압수수색…수사의뢰 1주일만 김영석 전 해수부 장관 등 관련자 4명도 대상 newsis.com/view?id=NISX20…  "
80,"   새누리 장제원 듣거라. 이명박근혜, 너희 새누리들의 입버릇이 '규제 완화'였단다. 세월호 연령완화, 건설크레인 검사환화, (제천화재)저질 드라이비트 허용이 다 그 거 아니냐? 양심이 털끝에 묻은 개똥만큼이라도 있다면 반성하는 마음으로 의원직 사퇴하라. . pic.twitter.com/aFRi8gsoXs  "
81,"   안철수 ＂세월호 참사에도 대한민국은 달라지지 않았다＂ (출처 : 연합뉴스 | 네이버 뉴스) naver.me/FdBRVpCK ""국가의 가장 큰 의무는 국민의 생명과 안전을 지키는 일""이라며 강한 어조로 말했다.  “화재 많이 안 난다”며 소방관 증원 반대한 국민의당 insight.co.kr/newsRead.php?A…  에라이~  "
82,"   <좌파 세력들의 선동 선전 도구> 1. 38년 간 써먹고 있는 ""5.18 광주"" 2. 4년 동안 써먹은 ""세월호"" 3. 필요할 때 마다 꺼내 쓰는 ""위안부"" 4. 8.15 광복 이후 써먹고 있는 ""친일파"" 5. 5.16혁명 이후 써먹고 있는 ""군부독재"" 6. 할말 없으면 꺼내는 ""민주화"" ""양심수""  "
83,"  v.media.daum.net/v/201712212105… 민변은 지난 3월 청와대에 이른바 '세월호 7시간'과 관련한 정보공개를 청구했지만, 황교안 당시 대통령 권한대행은 관련 자료를 현 정부가 들어서기 직전 대통령 기록물로 지정, 봉인을 결정. 재판부는 문건이 없다면 왜 없는지를 명확히 소명하라고 국가기록원에 요구.  "
84,   송기호 변호사. “국가기록원 주장대로 세월호 참사 당일 문서 목록이 처음부터 없었다면 박근혜 정부 청와대가 황교안 대통령 권한대행의 봉인 행위를 이유로 문서 목록을 공개할 수 없다고 발표한 것은 국민을 속인 일.”  m.khan.co.kr/view.html?arti…  
85,   증학교 선생 중에 이런 놈이 있다는 사실이 놀랍다. 담임이 학생의 음모를 뽑고 속옷에 얼음을 넣고 수시로 뺨을 때리며 수업중 세월호 유족과 여성을 비하하고 학생 가족 대상으로 성적 농담까지 했다. 학생 신고에 그가 사실을 인정했지만 학교법인 전 이사장 외손자라 징계는 고작 감봉 1개월이다. twitter.com/newsvop/status…  
86,   청와대 기자단 기레기들! 새벽 5시30분부터 전화 해대냐? 변기공주 503 일때도 그렇게 했다면? 세월호 학살 일어 나지 않을 거잖아! 갑질하는 청와대기지단 시키들아! 잠좀 자게 그만 괴롭혀! 청와대 기사 드럽게 쓰면서 갑질은 정말 오지네! 욕나온다!!😤😤 pic.twitter.com/VU51TYMueq  
87,"   종현은 세월호 참사 1주기를 맞아 샤이니 라이브앨범에 있는 'The Reason'이라는 곡을 틀었다. 이곡은 팬들이 함께 무반주로 부른 곡이다. 종현은 ""이 목소리 중 하나가 세월호 참사로 희생된 김다영양이라는 걸 생각하면 너무 가슴이 아프다""며 방송 중에 눈물을 쏟았다.  omn.kr/ozo1  "
88,   내나라 대한민국 저너리즘 정말 한숨만 나옵니다  세월호 지구에 있는 모든 물질을 준다고 해도 바꿀수 없는 예은 아버님의 사랑스런 핏줄 허망하게 잃은 그 아픔  예은 아버님은  문빠로 불리는 이들은 노무현의 유가족 이라고 하셨습니다  문빠들은 노무현을 잃은 피고름이 지금도 가슴속에 흐릅니다 pic.twitter.com/8oJYyRNTnh  
89,"  세월호 선장이 선실내 승객들에게 가만있으라 해놓고 자기들은 탈출해서 살고, 승객들은 사지로 몰았드시 이 정권이 세월호 선장같다. 나라가 전쟁위기에 처했는데 국민에겐 쉬쉬하고 청와대는 탄저백신 구입했다니....  "
90,   당시 청와대 홍보수석의 전화…'세월호 보도 개입' 이정현 기소. 검찰은 단순한 항의를 넘어 방송 편성에 직접 간섭했다고 판단. bit.ly/2yZHi0M pic.twitter.com/2ztZuZtjVm  
