,Text
27,"   보수단체, 이재명 성남시장 “세월호, 국정원 ‘양우공제회 언급’ 또 고발 moneyweek.co.kr/news/mwView.ph… ""어차피 겪을 일이니 피하지 않고 정면돌파한다"" 응수한 이재명 시장님 응원!!!  "
28,"   이재명으로 뭉쳐 싸워야겠습니다 @paris_jang:시작되었다 <이재명의 전쟁>! '세월호 실소유주 국정원 추정' 주장에 이어, 고발에 주저없이 '정면돌파' 선언. 국정원 비자금 줄에 바로 칼을 겨누는 이재명. 무기력한 야당, 이재명의 길을 따르라!  "
29,"   국민 43% ""한국 불안하다""…'세월호' 이전 회복 못해 goo.gl/I1D8fi  "
30,"   RT""@Jaemyung_Lee: <세월호 국정원 소유설 세번째 뒷받침 자료 ""양우공제회"" 온 국민 알때까지 RT부탁> 국정원 외곽단체 ‘양우공제회’-선박 비행기 골프장 등 수천억 투자(월간중앙) durl.me/7xpsgh""  "
31,"   이재명 ""보수단체 고발로 진상규명 기회 생겨”..“세월호 실소유주 국정원 확신 더 커져”..꼴통들이 고발하고 씩~ 웃는 찰나 바로 쌍코피 터졌다. 사람 잘못 골랐다. 이재명한테 게기다 뒤진 년놈들 여럿 봤다! pic.twitter.com/A1aeADtYee  "
32,"   종각역에서 초록색 모노폴리 보조가방을 잃어버렸습니다. 안에 필름 10여롤과 몰스킨 다이어리, 파버카스텔 샤프펜슬 등이 들어있고 받는사람이 권용석 인 편지 도 있습니다. 사회당, 세월호, 전없세, 알바노조 뱃지도 달려있어요. 사례금 10만원 알티해주세요  "
33,"   성남시장 이재명, ""세월호 실소유주, 국정원이란 확신 커졌다"" 일파만파.. 베일에 싸인 양우회의 선박투자업을 정조준 durl.me/7xtas2 보수단체 고발에 ""세월호 진상규명에 일조할 것"" 정면 맞대응.. 현직 단체장의 유례없는 승부수  "
34,  세월호참사 특별조사위원 10인 선출 pic.twitter.com/jxkRkRxlt2  
35,"   [여의도리포트] 국회 본회의, ‘부동산 3법’ 등 200여건 처리…야당 역부족 : 세월호 배‧보상 연내 처리 불투명…새누리 ‘국고 지원 과잉 보상’ 주장news.kukmin.tv/news/articleVi… pic.twitter.com/YdRRxkFg1U  "
36,"   다음 포털 메인에 떴군요. 이재명 성남시장 ""세월호 실소유자, 국정원일 확신 커져"" 수꼴단체 고발로 세월호에 대한 진상을 규명할 기회 생겼다. 밝혀 bit.ly/1AcGnHG 야당 국회의원들이 해야할 일을 이재명 시장이 하고 있습니다.  "
37,"   허~심각허네요.  @mrrkgpy7 <필독> 양우공제회 = 현직 국정원 놈들이 운영하는곳. 세월호와 깊게 연관성. 정말 중요한 기사입니다. ln.is/www.amn.kr/yA1…""  "
38,"   정부합동수사단이 뇌물혐의로 해군장교를 구속했는데 예전에 통영함 유공표창을 받았다는군요.문제는 이자가 성능미달의 음파탐지기를 조달하는 바람에 세월호구조현장에 통영함이 투입되지 못했다고 합니다.""이런 썩을!""입니다 pic.twitter.com/sxfGjeVoIx  "
39,"   이재명 성남시장 ""세월호의 실소유자는 국정원"" ""전대미문의 이번 세월호 참사의 원인과 책임을 극히 일부나마 가릴 기회를 준 이번 고발을 짐심으로 환영한다"" goo.gl/t7HmY0 pic.twitter.com/AMCXSKwFeD  "
40,"   <세월호 국정원 소유설 세번째 뒷받침 자료 ""양우공제회"" 온 국민 알때까지 RT부탁> 국정원 외곽단체 ‘양우공제회’-선박 비행기 골프장 등 수천억 투자(월간중앙) durl.me/7xpsgh  "
41,"   부정선거 주범으로 몰린 국정원이 세월호를... ""@Jaemyung_Lee: 국정원이 운영하는 양우공제회가 선박과 비행기에 투자하기도 한다네요 (월간중앙) jmagazine.joins.com/monthly/view/3…""  "
42,   정책에 반대해도 대통령을 비판해도 노무현을 그리워해도 문재인을 지지응원해도 세월호참사의 슬픔에 동참해도 종북으로 모는 사회가 건전한 사회일까?  우리는 다양한 목소리가 공존하는 사회가아닌 박씨편 아니면 종북이라는 비정상적인 21C 정치후진국에 살고있다  
43,   이석태 세월호 조사위원장 “이건 정파나 이념의 문제가 아니다” huff.to/1xrF1tp pic.twitter.com/WZ5UEHJYzM  
44,"   22명을 불법감금하고 고문한 부림사건은 전두환 군사독재정권의 대표적 용공조작 사건으로 33년만에 무죄, 당시 담당공안검사 고영주라는 자가 통진당원 전원을 국보법으로 고발했고 새누리 추천 세월호 조사위원이 됐다. pic.twitter.com/2AHzkjDu9u  "
45,  세월호 사건을 자기 일처럼 여기고 도운 사람들이 많습니다. 세월호 구조 작업을 돕다 숨진 이광욱 잠수사도 그중 한명입니다.  잠수사 이광욱…바다에서 자라 바다로 돌아가다 hani.co.kr/arti/society/s… pic.twitter.com/emNz6JwbJm  
46,   백만 시민을 기다립니다. 31일3시04분 광화문입니다. 6개월간 싸우고 있는 영석 민우 아빠를 비롯한 세월호 304명의 유가족 분들이 시민을 초대 했어요.  슬픈 14년을 희망15년을 함께보내자는 의도입니다. pic.twitter.com/anfI0hU7gG  
47,"   <세월호가 국정원 소유 근거 하나더 추가> 국정원 기조실장이 이사장, 수천억 자금으로 선박 비행기 골프장 등 투자하나 베일속 ""양우공제회, 선박 항공기도 투자""(월간중앙) jmagazine.joins.com/monthly/view/3…  "
48,"   불법이지만 국정원이니까..수천억자산 굴리며 선박 골프장등투자..세월호도 투자자산일 가능성 배제 못합니다 ""세월호 국정원 지시사항, 사고시 보고체계"" RT @bugatid1:현직공무원은 못하지않나? 양우공제회  "
49,"   ""세월호와 대한항공 KE086편의 차이는 딱 하나다. 하나는 사고가 났고 다른 하나는 사고가 나지 않았다는 것뿐""  정문태의 제3의 눈-선장이나 부사장이나 대통령이나… hani.co.kr/arti/society/s… pic.twitter.com/SzMTA0kP4H  "
50,   새누리 김무성은 세월호 참사로 지방선거에서 대패할게 두려워 도와달라며 구걸하던 자이다. 이런자가 지금은 열악한 알바처우에 대해 좋은 경험으로 생각하라며 씨부리고 있다. 배부른 이들에게 절대 속아서는 안 된다. pic.twitter.com/76qXxb7IZ5  
51,"   수꼴들 고소잘했다 . 양우공제회 함 파보자""@kzaanfever: 보수단체, 이재명 시장 고발. 이재명 ""종북몰이"" 이재명(@Jaemyung_Lee)의 ""세월호는 국정원 소유로 확신""을 허위사실 유포로 고발 goo.gl/2OlCMB""  "
52,  @Jaemyung_Lee 세월호에서 발견된 노트북에 있던 [국정원 지적 사항 파일]과 [해양사고 보고 체계도] pic.twitter.com/fpIM0vLitV  
53,"  세월호 참사가 있기 전 희생자와 유가족은 안산에서 어떻게 살아왔을지, 또 안산이란 어떤 곳인지를 살펴보기 위해 동네 구석구석을 돌아다녔습니다. 안산 이야기를 시작합니다. hani.co.kr/arti/society/s… pic.twitter.com/UE4vuYnrhl  "
54,"   박근혜정부 2년의 '치적'은 그야말로 '무능' 자체다. 세월호 참사에서 보여준 그 무책임과 냉담, 정윤회 문건에서의 그 치졸한 대응, 통진당 해산이라는 초강수와 초이노믹스의 허실. 그런데 이에 대응한 새정련의 그것은 더욱 한심했다. 이대로 수권은 불능  "
55,"   얼마 전 사직한 이주영 전 해수부장관은 명색이 장관이었는데 해수부가 세월호의 AIS 데이터하고 레이저 항적도를 조작한 사실을 다 알고 있겠재? 그게 남은 인생의 부귀영화를 보장해줄까, 과연?  "
56,"   남종영씨 논란, 불신으로 남겨질 이기사가 최선임니까?""@hanitweet: 세월호 구조작업 내내 논란의중심에섰던 ‘다이빙벨’을 차분히 짚어봤 hani.co.kr/arti/society/s… pic.twitter.com/z5JJYQbn3z"" 한겨레 기자 업적 #이분자  "
57,   부산에 '세월호 유가족'이 옵니다. <부산 416지킴이 '연대의 밤'> *12/29(월) 저녁7시 *민주노총 부산본부 pic.twitter.com/ZRAjAN1oJk  
58,"   [특집]세월호를 결코 잊을 수 없어요 buff.ly/1xjPeVC “특별법 제정됐다고 끝난 것 아니다”  세월호 참사를 기억하려는 움직임은 멈추지 않고 있다 세월호는 이제부터  시작입니다  pic.twitter.com/pU7FfvV9GY""  "
59,"   내일 한겨레신문은 신문 전체(뉴스면 제외)를 세월호 이야기로 채웁니다. 제가 커버스토리 기사를 맡았습니다. 베트남 세월호 유족 이야기입니다. 이외에도 다이빙벨,홍가혜사건,안산 이야기 등 준비돼있습니다. 많이 기대해주세요.  "
60,"   [팩트TV] 여야, 세월호 ‘선체인양’ 포기하나? goo.gl/7DwRAb 여야가 '선체인양'을 법안에 넣지 않기로 잠정 합의했다. '인양'을 간절히 바라는 유가족의 거센 반발이 예상된다. pic.twitter.com/ArQhfi8EGP  "
61,  세월호 일반인 유족 일부 합동영결식 반대.. “진상규명 먼저” is.gd/hjvoSy #고발뉴스  
62,  세월호 구조 작업 내내 논란의 중심에 섰던 ‘다이빙벨’을 차분히 짚어봤습니다. hani.co.kr/arti/society/s… pic.twitter.com/XPBVJ2VWON  
63,"   어뷰징 업체 내부고발 9번째편입니다. 뉴스타파 포럼 회원블로그 <트래픽 순위가 언론사에 미치는 영향> ""세월호를 겪은 네티즌에게 60명의 목숨은 연예인 두 명의 결혼만도 못했다."" ►blog.newstapa.org/enki/897  "
64,  세월호 활동가로부터 받은 머그컵 바닥에 적힌 글귀... 잊지않겠습니다. 행동하겠습니다. pic.twitter.com/eT2C8Eaa8b  
65,"   부끄러운줄 모르는 새누리, 세월호 유가족들이 돈 요구를 했다며 또 유언비어 살포중? 새누리 김재원씨! 유가족들이 특별위로금을 요구 했다고 했는대 누가 요구했는지 밝히죠? hani.co.kr/arti/society/s… pic.twitter.com/m0WPGHj9K6  "
66,"   일베를 수사하면? 파묻을 놈 수두룩 나오고,  관변단체 회계 수사? 구속 시킬놈 와르르 ...  4대강 수사? 독방에서 장사 지낼 놈들 와르르 ...  세월호 수사? 아마 전세계가 시끄럽겠지.  부정선거 제대로 수사? 사형 시킬놈 줄줄이 쏟아질껄?  "
67,"   [여의도리포트] ‘땅콩회항’ 국민 분노에도 새누리 ‘재벌 가석방’ 여론몰이: 여야, 세월호 배‧보상법에 ‘선체인양’ 조항 넣지 않기로 news.kukmin.tv/news/articleVi… pic.twitter.com/ZlM8C3sBQS  "
68,"   언론실태보고 '기레기' 30분 분량에서 핵심만 골라 3분 40초로 편집했습니다. 세월호 참사 희생자 가족들이 처음에 어떻게 기자들에게 분노를 품게 됐는지, 그리고 2012년 MBC 파업이 어떻게 끝나게 됐는지 ►goo.gl/obfNRf  "
69,   “노무현 대통령 그린 건 단순한 이유…신해철씨가 좋아하는 사람” : ‘신해철과 세월호아이들’ 그린 석정현 작가 “맞을 땐 때리는 사람 얼굴 잘 봐야” news.kukmin.tv/news/articleVi… pic.twitter.com/wEES0otGfd  
70,   [포토] “약속해” 세월호 유가족과 시민들의 ‘첫번째 크리스마스’ news.kukmin.tv/news/articleVi… pic.twitter.com/mHHGJNzl9r  
71,   <잊지 않겠습니다> 꼭 살아서 온댔는데 끝내 통화가 끊겼지…네가 만든 빵 맛이 그립다. 장교가 꿈이었던 김범수 군에게 엄마 아빠가 보내는 편지입니다. hani.co.kr/arti/society/s… #세월호 pic.twitter.com/yH626Vw41P  
72,   <잊지 않겠습니다> 친구가 때려도 참았지 부모끼리 싸울까봐…일찍 철든 착한 아들아... 군인이 되겠다던 김민성 군에게 엄마 아빠가 보내는 편지입니다... hani.co.kr/arti/society/s… #세월호 pic.twitter.com/HLqWsa39aB  
73,  세월호 성금 역시 유족에게 안가네요 [20] ift.tt/1t3qLjg  
74,"   [팩트TV] 가족대책위 “세월호 진상조사, 국민에 전 과정 공개돼야” goo.gl/vUayxn ""9.11참사 피해자들도 ‘진상조사 과정 공개 요구하라’고 했다. 그래야 움직이는 척이라도 한다며"" pic.twitter.com/IjVdSgW9Pq  "
75,   전남 진도군의 고교생들이 또래가 겪은 세월호 참사의 비극을 소설로 재구성해 눈길을 끌고 있습니다. hani.co.kr/arti/society/a… pic.twitter.com/dpjGhIAWTZ  
76,"  세월호 대책위 유경근 대변인이 ""유가족이 법적 근거가 없는 특별위로금을 요구한다""고 말한 새누리당 지도부를 향해 ""치사하고 저급한 언행""이라고 일갈했습니다. hani.co.kr/arti/society/s… pic.twitter.com/ZnacKufbBS  "
77,   “팬들의 노래 속에 다영이의 목소리도 분명 있을 겁니다”  세월호 참사로 떠난 다영이. 한 30대 여성이 참사 전 다영이가 간 콘서트 앨범을 다영이 부모에게 보냈습니다. goo.gl/jzQXLI pic.twitter.com/5gGDmDgrOo  
78,"   광화문의 세월호유가족, 전국장애인차별연대, CNM노동자들 만나고, 성공회미사 참석하고 집에 돌아와 EBS 건축학개론 보았습니다. 쓰라린 잔영이 오래 남아 새벽까지 전전반측입니다  모든 비극, 고통이 끝나고 평화와 행복의 세상이 왔으면 좋겠습니다.  "
79,   호성 엄마 정부자씨 “자식 보낸 죄인이 시민들 마련해준 성탄절 축제 누리고 있으려니..”:세월호 생존자에 대한 치료비 지원은 계속…‘지원중단’ 보도와 달라 news.kukmin.tv/news/articleVi… pic.twitter.com/9SSchdbgPe  
80,"   “우리 모두 세월호 가족”…성탄 전야 추모문화제 열려:세월호 유가족, 떠난 아이들 향한 ‘그리움’, 시민들에겐 ‘감사’ 표해 news.kukmin.tv/news/articleVi… pic.twitter.com/8OsbK69GuB  "
81,"  세월호로 자식을 떠나보낸 고운이 엄마가 세상의 엄마들에게 편지를 보내왔습니다. ""잔소리 대신 사랑한다고 더 자주 말해주세요. 아이와 행복한 추억을 더 많이 만드세요"" hani.co.kr/arti/society/s… pic.twitter.com/x7h8xxTUBK  "
82,  세월호참사의 진상규명과 안전한 대한민국을 위해  반드시 해야 할 한 가지!!  바로 “공개”입니다.  특별조사위원회의 모든 회의를 공개해야 합니다. 조사위원은 물론 모든 조사요원들의 활동을 공개해야... fb.me/36tBp67kl  
83,"   [JTBC 뉴스룸] 쓸쓸한 팽목항…실종자 가족들, 수색 종료된 뒤 정부 관련 시설 철수하면서 관심 끊긴 데 대해 안타까움 표현. 세월호 인양 결정될 때까지 팽목항 지키겠다는 입장. bit.ly/1x3Y3Ea  "
84,"   성탄입니다. 70m 굴뚝과 전광판 위에 계신 분들에게도, 세월호 유족들에게도, 수많은 미생들에게도, 냉방에서 이 밤을 외롭게 보낼 어르신들에게도,오늘 하루만큼은 하느님의 사랑이 우리가 보듬지 못한 모든 힘든 분들을 따뜻이 감싸안아 주시기를 기도합니다.  "
85,"   성탄 전야,안산합동분향소에서 유가족들이 합창을 하고 있다.화사하게 불 밝힌 웅장한 성전에 예수는 임하지 않을 것이다.여기 세월호 희생자 분향소와 노동자들의 투쟁현장,노숙인들의 고단한 잠자리를 먼저 살필 것이다 pic.twitter.com/HckEq0GAwx  "
86,"   미국의 한 대학생이 '박근혜의 무능과 기레기들'을 신랄하게 비판한 세월호 다큐멘터리, 15분짜리이며 설정에서 자막을 한국어로 선택하면 됩니다. youtu.be/NYCeJzeuYUA  "
87,   천국에서 만난 ‘마왕'과 세월호 아이들(그림) huff.to/1x3cvfK pic.twitter.com/cJwomRvBsG  
88,"   손석희는 역시 예리하다..대선부정 규탄이 한창이자 절묘하게 이석기 내란음모가 터지고 세월호,사자방,비선 국정농간으로 지지율이 최저로 떨어지자 기다렸다는듯이 헌재의 통진당 해산..북한이 없었으면 어케 정권유지? pic.twitter.com/0KUKoz48DQ  "
89,  세월호 희생 학생들과 '마왕' 신해철 그리고 노란 밀짚 모자 ㅠㅜ.  석정현 일러스트레이터의 작품입니다. 보는 것만으로도 힐링. ㅠㅠ pic.twitter.com/PSq6mUcGIN  
90,"  세월호 생존 남학생 군면제 얘기가 나오고 있는 것 같은데, 이건 생존한 남학생들이나 그 가족들을 손가락질할 문제가 아니라 저런 걸 보상 대안이라고 만들어놓은 국회의원들을 비난할 문제 같은데. 괜히 비난대상이 잘못 흘러가지 않았으면 하는 짧은 생각.  "
91,"  세월호 희생 학생들과 '마왕' 신해철이 만났습니다. 석정현 일러스트레이터의 그림인데요. 반응이 뜨겁습니다. 석씨는 '고맙다'는 반응에 ""되게 제가 고맙다""고 말합니다. hani.co.kr/arti/society/s… pic.twitter.com/FDACslYtdN  "
92,   <한국사진기자협회 '올해의 사진' 중 가장 화가 치미는 사진>  세월호 유가족들이 광화문에서 '세월호 특별법 국민 서명지'를 전달하기 위해 삼보일배하며 청와대로 향하던 중 경찰의 벽에 막힌 모습 #올해의사진 pic.twitter.com/tXrwprTzMc  
93,"   ""가슴 먹먹"" 삽화가가 그린 신해철-세월호 아이들 i.wik.im/201671 by @divergent327 세월호&신해철 2014년 우리의 마음을 먹먹하게 한 그들  #신해철 pic.twitter.com/axCoVNrfPj  "
94,"  세월호 천막에서 우연히 학생시절 존경하던 장로님을 만났다. 이제 거의 80노인이 되셨는데 아직 건강해보이셔서 마음이 좋았다. 마음이 아파서 이 일을 시작했다고 했더니 ""너에게 아픈 마음을 알게 하신 분이 따로 있으니 힘들면 그분에게 투덜거려도 된다""  "
95,   故 신해철과 세월호 아이들 모인 해변가 그림.. 네티즌 ‘울컥’ is.gd/o0zyoh #고발뉴스  
96,"   석정현 작가의 작품… 마왕의 뒤에는 노짱도… view.asiae.co.kr/news/view.htm?… 신해철과 세월호 희생된 아이들 모여 ""가슴 울컥한 그림"" pic.twitter.com/v3qW7f6wlM  "
97,"   <다이빙벨>은 새로운 시작을 준비하고 있습니다. 세월호 참사에 가려진 진실을 알리기 위해 해외 영화제의 문을 두드리고 있습니다. 세계 곳곳 돌아다니고,알려 세월호의 아픔이 잊혀지지 않도록 하려합니다. pic.twitter.com/uEgp58KoeH  "
98,  세월호...단원고  성탄절 교실풍경 pic.twitter.com/zdOyMgyEjF  
99,   금속노조 충남지부 명신지회 소속 조합원이자 세월호 유족인 유민아빠 김영오씨가 쌍용차지부 투쟁승리 금속노동자결의대회에 오셨습니다. 저 위 굴뚝을 향해 커다란 함성을 쏘아올렸습니다. 힘내라시라고...힘내시라고... pic.twitter.com/15FE89j4XS  
100,"   뉴스타파 후원회원에게 올해 가장 인상깊게 본 뉴스타파를 선택해달라고 했더니, 응답자 절반 이상이 '세월호 골든타임, 국가는 없었다'를 선택했습니다. 후원회원이 뽑은 올해의 뉴스타파 10대 뉴스 공개합니다. ►welcome.newstapa.org/21538  "
101,"   비극이다. 세월호 사건 당시 살아난 여학생이 자살을 기도했다는 것. ""친구가 보고싶다""는 말을 남기고 자살을 기도한 이 아이에게 난 무슨 말로 위로할까. 정말 이 나라 수준이 이거밖에 안되나! zul.im/03tKpf  "
102,"   ""사진을 정리하다보니 이 인생이 너무 아까운 거예요. 애가 앨범 두개도 못 채우는 인생을 살았구나."" [세월호 유가족 인터뷰 ㅣ 김제훈 학생의 엄마] bit.ly/1zqXyGu pic.twitter.com/GM44PrS0vf  "
103,  세월호의 진실!  끝까지 다 봐주세요...  이게 정말 사실이라면... 우리나라는 참 나쁜나라입니다  우리나라 권력은 참 나쁜 권력입니다 ㅠㅠ     facebook.com/nun1004/posts/…  
104,"   이백오십사흘째[253]. 세월호 참사에서 생존한 한 학생이 자살을 기도했다는 아픈 뉴스. '친구가 보고 싶어요' 했다니 더 아픕니다. 열다섯살 무렵의 비극, 부디 이겨내시기 바랍니다. 함께, 움직임으로써!  "
105,"   미국인이 제작한 세월호 참사 다큐멘타리 영상 거짓 언론과 정부를 보여주는 군요. 영상에서 바툴리 교수는 ""미국에서 이런 일이 있었다면 미국인들의 분노는 걷잡을수 없고 정부는 탈출할 도리가 없을것""이라 말합니다. m.wikitree.co.kr/main/news_view…  "
106,   12/29 본회의에서 특위위원 선출안을 논의합니다 독립성 객관성 없는 새누리당추천 위원! 국회는 #세월호 참사 진상규명 역행하는 부적격위원을 선출하지말라 1인시위함께하기 sewolho416.org/3493 pic.twitter.com/AJ9KYbznYB  
107,"  세월호 생존 여학생 자살 시도, ""희생된 친구 보고 싶다"" viewsnnews.com/article/view.j… 약물 과다복용, 동생이 발견해 병원 이송...ㅠㅠ얼마나 고통스러웠으면..  "
108,"   박근혜 정부 위기 때마다 꺼낸 만병통치약 '종북' ""국가기관의 대선개입 의혹, 세월호 참사, 인사 실패, 비선 실세의 국정개입 의혹 논란 등 위기가 발생할 때마다 '만병통치약'처럼 활용됐다는 분석이 나온다."" durl.me/7wopo6  "
109,  세월호에 탑승했다 생존한 단원고 학생이 자살을 시도했다. huff.to/1AP8nPO pic.twitter.com/1s3JCa7LtP  
110,"  세월호 생존 여학생 자살 시도, 생명엔 지장 없어 durl.me/7wo5ja  "
111,   YouTube에서 Day of the Living Dead 보기 Day of the Living Dead: youtu.be/NYCeJzeuYUA #세월호  
112,"   무한알티, 세월호 유가족 공지 ]  세월호 홈페이지 1일1회 이상 접속해주십시오 (416family.org) 광화문 팽목항을 유지토록 곁에서 지켜봐 주십시오. 416family.org@gmail.com로 메일 주시면 관리자가 받아봅니다  "
113,"  @bangmo 광우병자체보다 광우병 선동보도가 더큰 재난이었고, 세월호 침몰보다 세월호 보도가 더 나라를 혼란에 빠뜨렸듯이 비선자체보다는 비선 보도가 더큰 재앙을 부른다.한국에선 언론의 선동보도가 항상 제2차 재난이 되는데 이게 1차 재난보다 더 크다  "
114,"   ""살아 있는 시신들의 낮""-뉴욕 웨스트체스트 커뮤니티 칼리지에서 영화학을 전공한 오스틴 오레치오가 만든 '세월호 다큐' m.youtube.com/watch?v=NYCeJz… pic.twitter.com/vxPisMYxc9  "
115,   미국인이 제작한 '세월호 사고' 다큐멘터리 영상 i.wik.im/201376 by @divergent327 세월호 사고 후 행해진 정부 조치들과 잘못된 보도 행태 등에 대해 파헤쳤습니다. pic.twitter.com/4ofpF9sU0j  
