,Text
13,"   ""제주에서 승객 199명을 태운 여객선이 좌초됐다는 소식에 세월호 참사가 생각나셨을 겁니다. 단 한 명도 다치지 않고 구조됐는데, 당시 배에 탄 한 승객은 '크리스마스이브 선물'이라고 SNS에 적었습니다""  배고 사람이고 모두 버선발로 달려왔고, 선장도 마지막까지 남아서. 뉴스 보는데 눈물이ㅠㅠ pic.twitter.com/IF1N8UvMwd  "
14,   언론이 참여정부 때 김선일 사건이나 현 정부의 김용균 사건을 다루는 모양새와 세월호 때를 비교해 보면 이 나라에는 차라리 언론이라는 게 없는 편이 낫다는 생각도 든다.모두 다 너무 개자식들이다.  
15,   해경과 선원들의 신속한 조치로 승객 전원이 무사 귀가.  선장은 현장지휘하며 승객들 무사히 대체 선박 태운 후 선원들과 끝까지 남아 사고 후 수습.   이런게 정상적인 국가의 사고대처 능력.  세월호때도 제대로된 선장만 있었더라면 304명 억울한 죽음은 없었을텐데... news.v.daum.net/v/201812242004…  
16,   제주 가파도 앞바다서 여객선 좌초...승객선원 199명 모두 안전 vop.co.kr/A00001365375.h… 세월호도 이렿게 구조할수 있었는대 하지않는 것이다!!! 왜 구조를 하지않고 그 많은 승객을 죽였을까??? 반드시 진실을 규명해 관련자를 처벌해야 한다!!!  
17,   본격적으로 세월호 건드리는 극문새끼들 나오네요. 416연대 후원 끊기를 유도하고 있음. 결론은 그깟 돈 몇푼 갖고 자식잃은 부모들한테 갑질했다는 소리인데 눈물이 어쩌고 감성팔이 졸라 토나오네.. twitter.com/oksusu_gyeo/st…  
18,"   민경욱아 사소한 오해라구? 세월호 참사때도 능멸을 서슴치 않았던 기억 다시 떠오른다.✔  민경욱, 지역구 주민과 실랑이..""보는 앞에서 침""vs""모욕적 행동 없었다"" | news.v.daum.net/v/201812211539…  "
19,"  세월호 유가족이 자식을 잃은 슬픔에 몸부림칠 때, 박근혜와 일당이 했던 말이랑 뭐가 다릅니까?  피해를 호소하고 원인을 규명해 달라는 사람을 향해, 그 배후가 궁금하다느니 순수한 유가족인지 의심스럽다느니.  고상만씨.  당신은 인권을 이야기할 자격이 없다는 지점에서 박근혜와 같습니다.  "
20,"   박근혜탄핵을 비웃었던 놈들, 세월호 유족을 모욕했던 놈들, 김용균씨 어머님을 비난하는 놈들이 대통령을 지키겠다고 난리다. 그런데 민주주의를, 희생당한 이들을, 일하는 이의 생명을 지키지않을거면 뭐하려고 대통령을 지키겠다는건가?  "
21,   너무 감동적이네요. 전지적 참견시점은 이영자가 끌어올린 프로그램이었음에도 세월호 희화화 논란으로 아무 책임없는 이영자가 뜬금없이 하차를 고민해야 했을 정도로 이영자의 입장에선 올해 한 해 그에게 많은 고난과 역경을 준 프로그램인데. 이런 역경을 이겨내고 이영자가 대상을 탔다  
22,"   대한민국에서 사고 터지면 대통령 책임이고, 대통령 나와라! 그러고, 뒤에서 바람 넣는 놈 생기고...  극우들은 세월호 소환하면서 대통령 책임이다. 라고...  당대표는 사고치고 사과하느라 바쁘고, 당원들은 속 터지고...  "
23,   오소리들이 민주당사 앞에서 시위하면서 어묵탕 쳐먹는다는데.. 일베 어묵드립 연상되서 ㅈㄴ소름끼침.. 저것들 요즘 고 김용균씨 어머니한테 막말하는거 보면 세월호 폭식투쟁하던 일베새끼들 연상된다니까.. 그 많던 일베충들 다 어디로 갔을까  
24,   이재명이 성남시청 마지막 까지 새마을깃발 안걸고 세월호 깃발 끝까지 내걸었던거 알지 똥파리들아 세월호아이들에게 끝까지의리 지킨사람 이재명은 인정해야해 똥파리 아무리 이재명 씹어도 이재명은 그냥 일만잘해 경기지사가 덴게 아니라 성남시장때 국정원 일베 기무사와 맞짱뜬 사람은 이재명  
25,"   언론에 끌려가고, 자한당에 끌려가고 왜? 힘이 없어서? 숫자가 모자라서? 배짱과 소신이 없어서다. 진보 보수 찌라시 한 것없이 몰아부쳐도 경기도 이재명은 하잖아. 한 사람 바꿨더니 변하는데  양 손에 칼을 줘도 적폐 피로감 느낀다며 만만한 생활적폐 운운. 세월호만 밝혀도 자한당 박멸가능한데  "
26,"   자신은 아들을 잃었지만 그나마도 다른 비정규직 노동자들의 생명을 구할 수 있게 되어 다행이라는 어머니의 말은 얼마나 고맙고 안타깝고 감사한 일인가? 누가 누구에게 해야 할 말인지 모르겠다. 세월호를 겪고도 우리 정치는, 사회는 아직 변한 게 없다. 진심으로 사죄하고 반성해야 한다.  "
27,   경찰이 팬션 희생자들 잘 죽었다고 원색적으로 조롱한 워마드에 압수수색 영장발부 받아 범인을 찾고 있다. 슬픔에 공감은 못하더라도 조롱하는 짐승들이다. 5.18과 세월호 희생자들에게도 '홍어택배'니 '어묵'이니 하며 조롱한 짐승들도 있었다. 이들에게는 짐승에 합당한 대우를 해야 한다. twitter.com/wikitree/statu…  
28,   허허 용민  꼬라지보소 세월호가족  정부비판은  마땅한거지 김용균엄마는  법안통과  발목잡은  자한당 비판이  맞다라는거다   누굴  가르칠려그래 이  돼지샥키  고물상아저씨  용민이한테 전해줄말  없어요?????? ㅎ pic.twitter.com/U1qCQVjmk5  
29,"   똥파리들은 세월호에 대해선 토를 못 달았다. 리본 단 똥파리도 있었고. 그래야 민주당 지지자인척 할 수 있으니까. 근데 김용균건으로 본색이 드러난다. ""우리 아이들 죽음의 원인 밝히고 안전한 대한민국 만들어달라"" ""우리 아들은 죽었지만 다른 이들은 안전하게""  이게 뭐가 다르다고 지랄들이지?!  "
30,"   ""저희가 2014년 세월호 이후에 자의든 타의든 많이 변할 수밖에 없었어요, 배에 일하는 직원분들이"" #안전한_대한민국 nocutnews.co.kr/news/5080827  "
31,  세월호 때 해경이 가만 있으라 방송했다 허위 사실 유포한 혐의로 1심 벌금형 받았던 50대 여성의 항소심에서 친북 좌파 국제인권법연구회 소속 이성복 부장 판사가 무죄를 선고 했다 허위 사실 유포는 엄연한 범죄다 모를 일 없는 판사가 무죄판결을 한 것은 정치판결이다 민심의 천벌을 받을 것이다  
32,  세월호를 계기로 늘었던 20대의 정치에 대한 관심은 결국 정의가 승리하는 그 어떤 보람도 못주었고 추태만 보여왔지 .패권싸움과 노이즈 언론의 불신에 정치귀신 유시민같은  자들의귀환에 #정치혐오  20대 남성들 文지지율 하락 원인은 게임? 유시민 발언 논란 | 다음 뉴스 news.v.daum.net/v/201812250601…  
33,"   2014 년 8월 ""세월호 유가족이 양보하라""던 염수정 추기경ㆍ  ""에너지 낭비하지 말아야"" 한다며 박닭년 구원투수를 자처했던 그가 오늘은 평화를 말한다ㆍ  ㅡ성탄인가?  "
34,"   대한민국 사법부 수준 좀 봐라. 허위 사실 유포해도 자기들 편이면 무죄! 진실을 말해도 자기편이 아니면 유죄! 에라이, 개자식들아!  ""해경이 조타실 장악?""…세월호 허위글 올린 50대, 2심서 무죄 joongang.co.kr/8pxe  "
35,   성탄절 이브 기적.. 24일 제주 해상 199명 여객선 좌초.. 80분만에 전원 구조 naver.me/xzVKmGtl 해경의 신속한 구조와 선원·승객들의 침착함이.. 2014년 4월 세월호를 연상하게 한 이날 사고는 단 한 명의 사상자도 없이 모두 구조됐다.  
36,   199명 탄 여객선이 제주바다에 좌초됐지만 전원구조됐다. 선장의 침착한 대처로 부상자 한 명 없이 무사귀환했다. 해경도 신속히 대체선박 파견하고 어선들에도 도움청했다. 세월호가 생각나 분통이 터진다. 당시 선장 선원들은 제일 먼저 탈출하고 해경은 인근 선박들의 구조를 차단했다. 학살이었다. twitter.com/joongangilbo/s…  
37,   살다살다 지역구민에게 원치않는 말을 들었다고 침뱉고 노려보는 국회의원이 있다는 말을 듣다니...... 다음 총선 불출마하기로 했나? 하긴 세월호관련 브리핑하면서 틀렸다고 실실 웃기도 했던데.....  
38,   오늘 세월호 416연대에 전화해서 후원을 끊겠다하였다 이유를 뭍자 피켓 활동하는 리멤버 0416인데 그 안에서 해결촉구라며 현정부를 은근 까는 몇명이 있었단 걸 알고 있었지만 그 사람들이 전체를 대표하지 않고 있고 자정작용을 기대하고 있었다 무엇보다 애들 생각에 후원을 끊을 수가 없었지만..  
39,"   [단독] 안민석, 前보좌관 '낙하산 의혹'..특혜법안 발의 논란도 news.v.daum.net/v/201812240503… 세월호 사고 이후 공공영역에서 다루는 안전관리를 민간이 대행하는 법안 발의 한 안민석  알고보니 전문 민간업체는 스포츠안전재단이 유일 사무총장은 안민석 전 보좌관  더러운 짓만 골라 하는 선동꾼 새끼  "
40,"   자유당 민경욱이 길에서 마주친 여성에게 ""요즘 잘 지내시냐""고 물었다. 여성은 ""이 정권에서는 잘 지내요""라 답했다. 그러자 민경욱이 돌아서 길에 침을 탁 뱉었다. 세월호 참사 브리핑하며 웃던 민경욱이면 능히 그럴 수 있다. 그나저나 침 뱉은 것 시인했으니 구류나 10만원 벌금은 내야 할 것이다. twitter.com/HuffPostKorea/…  "
41,"   ""세월호 참사를 304개의 사건으로 인식할 때 비로소 진상 규명의 의미와 목적을 알 수 있다. 세월호 참사 진상 규명은 304개 사건에 대한 진상 규명이다. 모든 유가족이 왜 자신의 자녀와 형제들이 그렇게 희생될 수밖에 없었는지 알아야 한다.""  m.newsnjoy.or.kr/news/articleVi…  "
42,   지난 가을 세월호 동거차도 초소 해체하러 배타고 들어가는데 신분증 검사가 아주 꼼꼼하고 깐깐하더라. 밥 먹을 때 세월호 가족분이 '우리때문에 저렇게 된거야' 라고 하시더라고. 이전엔 승선하선 관리를 허술하게 해서 참사 발생 초기에 몇 명이 탔는지 조차 혼선이 발생했던 것.(계속)  
43,"   널리 퍼트려 주세요  🔻 2014년 세월호 참사 5천만원 기부,  2017년 포항 지진 피해 아동위해 5천만원 기부,  서문시장 화재 피해자 위해 5천만원 기부,  2018년 소방관 방화복 세탁기 구입위해 5천만 원 기부한 배우 박신혜 널리 퍼트려 주세요, vop.co.kr/A00001364541.h…  "
44,"   박주민이 세월호때 어떻게 했는지는 국민이, 당원이, 유족들이 안다. 너같은게 세월호때 뭐했는지 모르지만 니가 욕하는 이해찬 욕 같이 안해준다고 욕들어먹을 사람도 아니고.. 돈이 안벌리나? 발전이 없어 애새끼가... pic.twitter.com/Phsh1LVX6X  "
45,   봉하 지킨다는 것들이나 세월호 지킨다는 것들이나 뺏지 달면 다 할거 처럼 이빨까다가  막상 뺏지 다니 아닥들 하며 헛찢거리나 하고 자빠졌으니..  
46,"   이재명이 고 이재선씨 장례식장에 기자 대동해가서 참배 사진 찍으려다 실패했단 일화들으니, 박근혜가 진도 세월호 희생자 추모관에 박사모 할매 데꼬가 사진 박고 언플하던거랑 오버랩됨 둘다 일반 사람새끼가 아님.😑  "
47,   처음 맘카페 글 올라옴 글 쓴이 버스정류장 버스 기다리는데 민경욱 다가와 잘 지내시죠 인사해 답하지 않았고 재차 물어 이번 정부에서는 잘 지내고 있다고 (문파같음 ㅋ)했더니 민경욱 반대쪽 고개 돌려 침을 뱉았다 함 kbs 출신에 세월호 사고때 쳐 웃은늠 news.v.daum.net/v/201812211539…  
48,"   검찰 니들이 혜경궁을 기소 안할 수는 있어. 그러나 혜경궁 재명군이 말이야.  세월호를, 민주당 두 대통령을 저주하고 조롱한 사실을 덮지는 못해!  "
49,   식사중에 옆 테이블에 식당 주인과 종업원이 식사중 503욕 해가며 세월호 이야기를 하기에 한마디 거들음 “제가 배에 대해서 좀 아는데요. 그 사건은 아무도 죽으면 안되는 사건이었어요.” 그리고는 더이상 말을 못했다. 한마디만 더하면 내가 울어버릴거 같아서.  
50,   보수 눈치 보느라 제대로 된 정책도 못펴고 어두운 비리세력도 못캐고 레임덕 맞을까 걱정이다. 도대체 세월호 왜 구하지 않았는지 천안함과 자원외교 의혹은 진상이 뭔지 하나도 못밝히고 이명박근혜 감옥만 넣으면 나라꼴이 잡힌다 생각하나. 답답하다  
51,   민주당이 지지율 반등의 묘수로 찾아낸 것이 문재인정부와의 결별이라면 엄청난 판단착오. 정부에 어깃장 놓는 집권여당을 어느 국민이 신뢰할까. 세월호 이전의 정치감각으로 국민을 상대하려는 건 그야말로 당랑거철. 민심의 해일에 순식간에 쓸려버릴 것!!  
52,   김현 애미추 한양대 후배 강원 강릉 출생 세월호 관련 활동하는가 싶더니만 뜬금없이 연고도 없는 안산 단원갑에 사무실 개소했다 욕처먹고 2016년 문프혁신안에 의해 시스템 컷오프 2018년 단원갑 지역위원장 도전 실패 단원갑에 출마할거라 꼴값 떨고 다니나본데 꿈도 야무져 어림도 없어 이새끼야.  
53,"   말하는거 보면, 손가혁이랑 박사모랑 원팀 하면 되겠구만, 왜 민주당에 들어와서 원팀 하자고 그래요? 자한당 가세요~ 거기 가서 세월호 비하하고 노무현 대통령님, 문재인 대통령님 비하하면서 원팀 하세요~  "
54,"   [스트레이트 8회] 세월호 모욕 단체에 삼성이 돈 댔다   폭식투쟁 일베들의 치킨 피자값을 댄 것도, 어버이연합 이하 보수단체들의 반세월호 집회에 뒷 돈을 지원한 것도, 박근혜 청와대에 보수단체 지원 방법을 알려준 것도 삼성입니다  imnews.imbc.com/weeklyfull/wee…  "
55,   다시 한번 보기 좋게 정리 낙지 수행비서 김진욱의 페북 프로필 사진과 혜경궁 김씨 김혜경의 카스 프로필 사진이 같은 세월호 리본사진으로 같은 날짜 2012년 4월 22일 변경됨 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ pic.twitter.com/fJSFP2crPl  
56,   다 떠나서 어떻게 감히 이재수 분향소를 세월호 천막 앞에다 세울 수가 있어? 저건 진짜로 죽은 자를 추모하려는 것도 아니다. 세월호 가족들을 모독하고 싶은 것이다.  
57,"   팟케 딸딸이 새끼가  ""후보자 부인이 댓글단거 가지고 이렇게 경찰까지 나서서 난리핀적 있냐?""라고 하니..  그에 빌붙어서 쳐먹고사는 기생충새끼가 답하길..  ""전혀 없었다""라고 지껄인다  에라~이 씹새끼들아 그럼 역대 어느당에서 댓글로 세월호 희생자 조롱한 미친 후보부인 씨발년은 있었다든?  "
58,   “아이가 죽었다는 소리에 저희도 같이 죽었습니다. 그런 곳인 줄 알았더라면 어느 부모가 자식을 살인병기에 내몰겠어요. 저는 우리나라를 저주합니다.”  태안화력발전소에서 사망한 비정규직 노동자 김용균씨의 어머니 김미숙씨의 절규다. 세월호 이후로 달라진 것이 없다. m.seoul.co.kr/news/newsView.…  
59,  세월호  보도 개입  이정현 징역 1년에 집행유예 2년. 사상 첫 방송법 처벌이라지만 1심에서 집유면 2심은 어찌될려나? 이런 썩어빠진 인간이 아직도 국회 뱃지달고 큰소리치며 활보하는게 이해 안된다. 2심은 살인 방조죄로 다스려라. 503 감옥간지가 언젠데 아직도 장 안지지고 뭐하고 있냐? pic.twitter.com/a0jMcBLLBT  
60,"  세월호진실보도 강제로 막은 ""이정현 유죄"" !!!  이정현 녹취록 ??? 박대통령이 KBS 봤네. 수시로 언론사에 전화 걸어 보도통제하며 언론사 간부들 협박. 사실보도 막고 통제. 정부잘못, 선원잘못 둔갑.  세월호참사에 관한 한 역사적 간신 !!! 집행유예 없이 구속을 !!!  news.v.daum.net/v/201812142045…  "
61,"   “비통하다. 대한민국은 애 낳을 나라가 아니다. 말을 잘 들으면 물에 빠져 죽거나 기계에 끼여 죽는다”고 말했다. 또 “사고가 나야 점검하는, 사람이 죽은 다음에 점검하는 공무원이 있는 한 희망이 없다”  ＂말 잘듣는 아이 낳으면 죽는 나라＂..세월호 유족, 태안 빈소 방문 news.v.daum.net/v/201812141204…  "
62,   ‘세월호 보도 개입’ 이정현 1심서 유죄…의원직 박탈에 해당@newsvop vop.co.kr/A00001362626.h…  
63,  세월호 참사 당시 KBS 보도에 개입한 혐의를 받고 있는 박근혜의 최측근 이정현 의원이 1심에서 의원직 상실이 가능한 징역 1년에 집행유예 2년을 선고받았네요.. 항소심과 대법원 최대한 빠르게 진행해서 1심대로 의원직 박탈시켜야! #이정현 #박근혜 #세월호 news.v.daum.net/v/201812141432…  
64,   [속보] '세월호 보도개입' 이정현 1심 의원직 상실형..집행유예 2년 [14:28] news.v.daum.net/v/201812141428… 「형 확정되면 의원직 박탈」  
65,   암호명 : 오렌지                                                      작전명: 보확찍.                                              작전대상: 문재인.노무현.문파.세월호 pic.twitter.com/VSAMaDhANU  
66,"  세월호 희생자ㆍ유가족들 두 번 죽이고, 고 노무현 대통령 님께는 부관참시에 다름아닌 비난과 저주를 퍼붓던 장소가 성남시장 집무실이였다며?  근데 그 짓거리한 자를 떠받들며 분열하지 마라, 원팀이다, 이런 개소리를 하면 누가 들을까. 이 부처도 돌아앉을 화상들아!!  "
67,"   시청에 세월호 깃발 걸어놓고 집무실에 앉아 이런 트윗질 했다고 생각해봐, pic.twitter.com/6BZRpAszvV  "
68,   박주민이 징계 찬성 했다고 미안한 마음을 후원금으로 보내자고! 놀고 있네 본질은 재명군 이씨 하고 혜경궁 김씨가 세월호 아이들을 능욕하고 저주해도 아닥하고 해골찬 옆에서 딸랑이로 전락한게 본질이다!! pic.twitter.com/wlEUKIDLsg  
69,"   지자체장, 즉 ""#공직자 신분으로 #집무실 에 앉아서"" 전,현직 대통령님과 그 가족, 세월호 유족분들, 친형님과 그 가족들을 조롱하고 협박하는 패륜트윗을 날렸던 #재명군이씨 에게 민주당 #대표 라는 분이 ""#이재명_도지사께서""란다. 정말 부끄럽지도 않은가?  "
70,   김현도 세월호깨나 팔아먹었지? 썩은 감자 같은게.  
71,   나경원 의원은 2014년 재보궐 선거에서 세월호 노란 리본과 정의당 색깔이 똑같다며 노회찬 의원을 고발했었다.   #첫여성원내대표_보다_과거정치행적이_중요 #나경원 #자위대 #선거용장애아동목욕사진 #아이엠피터 theimpeter.com/45483/  
72,"   박주민 과거를 돌아보면, 대원외고 나와 재수할 여력도 있었고 서울법대 갔고 대형로펌에서 일하기도 했다. 이런 인간이 언젠가부터 인권변호사 타이틀 달고, 세월호를 팔고, 그 세월호 희생자들을 모욕한 혜경궁에 대해 입을 다문다. 전형적인 기회주의자다. 다시는 이런 자들에게 속지 않아야 한다.  "
73,   박주민  사무실  대답이  세월호사건이  의뢰해서  맡았다고  해서  세월호  비아녕에  대해  대답할  의무는  없다고  ㅈㄹ. 그럼  선거때  왜  세월호  팔아서  국회의원됐는데? 최고의원  잘못선출 ㅋㅋ  
74,"   작은 차이를 넘어 단결하자고?     그게 부인이든 지지자든.. 세월호 희생자와 유족을 조롱한 작자와 희희덕 노닥거릴 수 있는 사람과, 그럴 수 없는 사람의 거리를, 작은 차이라 말하는 자와는 같이 갈 마음이 전혀 없다.  "
75,"   '해경 123정장만 처벌' 세월호 참사 진상규명, 다시 닻 올렸다 '사회적 참사 특조위' 125명 규모로 11일 조사 개시  가습기 살균제 참사, 세월호 참사 본격 진상조사 세월호 참사 유가족 ""마지막 진상규명 되길 바란다"" news.v.daum.net/v/201812111516…  "
76,"   반란자들을 현충원에 안장하는걸 반대한다. 세월호유족을 사찰 하고, 국민을 짓밟으려던 계엄령문건과 관계된 기무사의 주요인물이며, 반란행위등의 팩트을 조사하고자 구속영장이 나온거다.  자살했다고 그 범죄가 덮어져야하는가? 예초에 지킬 명예도 없던자다. 헛소리마라! news.v.daum.net/v/201812111342…  "
77,   털보시키가 언제부터 혜경궁계정에  관심이 있었다고 입터냐?? 두대통령 세월호 관련 패륜막말도 신경 안쓴노미  
78,   <양심도 없는 입진보들>  정동영 지지한 김어준은 고 노대통령 이용해 돈벌고 기부금 정산은 안하고.  세월호 유가족의 도움으로 국회의원된 박주민은 유가족이 모욕당해도 한마디 안하고.   말도 안되는 특검에 찬성한 심상정은 고 노회찬의원의 훈장에 숟가락 얹고  이들의 양심은 어디에 있습니까? twitter.com/wikitree/statu…  
79,   배부르게 후원금 빵빵하게 들어올땐 참 좋았지?  이제 쫄쫄 한번 굶어바  배고픔도 알아야 응원해주는 시민들 말을 좀 듣지  이 미친 국회의원 것들은  너무 배부르게 오냐 오냐 해주면  지가 잘나서 후원 많이 들어오는줄 안다니까  쫄쫄 한번 굶어봐라 주민아  초심 다 잃은 우리 세월호 변호사님  
80,"   손학규, 이정미는 세월호 때 단식했냐? 문재인 대통령님은 세월호와 같은 사건에는 생명을 건 단식을 하시지,  이정미,손학규와 같이 자신의 이익을 위해서 단식하시지는 않았지.  "
81,   ㅋㅋㅋ세월호 고인들 모욕한 혜경궁김씨에 대해 입다물고 있는 세월호 변호사 박주민에 대해 보다못한 어떤분이 전화로 의원실에 항의했더니 정치적 문제라 언급 자제한다고 ㅋㅋㅋㅋㅋㅋ답변한거 실화냐 ㅋㅋㅋㅋ #금뱃지_맛이_그렇게_좋더냐_박주민  
82,"   이재수는 박근혜에게는 누나라고 부르고, 박지만과는 육사 동기이며 절친이었다. 그런데도 군단장급지휘관 미역임으로 대장 진급이 불가한 상황이었고 세월호 사찰등으로 코너에 몰려 자살을 선택한 거다.  나경원, 홍준표, 국쌍과 막말의 의무를 끝까지 지키는 두 년놈 ..  news.v.daum.net/v/201812090942…  "
83,"   <검찰은 공정한 수사를 하세요>  ‘혜경궁 김씨’는 이재명의 부인 김혜경의 소유의 계정입니다.   이재명 김혜경등이 공동으로 트윗을 작성한 의혹이 짙고, 대통령님과 세월호희생자까지 모욕하고선 거짓말로 덮으려한 최악의 정치사건입니다.   검찰은 진실을 밝히고 반드시 구속 기소해야 합니다.  "
84,   판교는 성남소관 아님. 백석은 경기도 소관 아님. 세월호 참사는 왜 나대고 다녔냐??  news.v.daum.net/v/201812091205…  
85,"   김관진 ＂이재수, 훌륭한 사람·참군인＂..＇적폐수사＇는 침묵 news.v.daum.net/v/201812081702…  병신 같은 놈아! '참군인'이 자식을 잃고 울부짓는 세월호 유가족을 사찰하냐? 기무사는 군대 내의 반역과 비리를 사찰하는 게 임무야! 그런 생각을 가진 니가 무슨 짓을 했을지는 안 봐도 뻔하다.  "
86,   박주민! 당신이 지금 그자리에 있게 된것은 세월호 변호사라는 별명때문이었다.그런데 당신은 여태 세월호의 영혼을 조롱하던 혜경궁에 대해 한마디 언급도 없었다. 세월호의 변호사는 어디로 갔는가? 그리고 이제는 구좌파의 연동형 비례대표제를 주장한다. 이제 초선! 변절하기엔 너무 빠르지않은가?  
87,"  세월호 유가족 위하여 총선출마 한 것처럼  행동한 의원이 세월호 유가족 비하한 혜경궁김씨 수사에 한마디도 않하고 있다  총선때 친노 친문 이라며 당선된 의원들도 노,문 대통령 비난하고 비하한 혜경궁김씨를  수사하여 엄벌에  처벌 하라고 발언한 의원이 없다 이런 의원들이 왜 변했을까?  "
88,"   이재정이 나꼼수 변호한 것, 박주민이 세월호 유가족 변호한 것으로 언론 스포트라이트 받고 인지도 높였지..그게 정계입문 발판 되었고  타인의 유명세와 아픔을 본인 출세 발판으로 이용했다고 까진 말하진 않겠다. 다만 이들이 강용석류와 뭐가 다른지 잘모르겠다  "
89,   이재수 유서 부분.. '세월호 사고 시 기무사와 부대원은 정말 헌신적으로 최선을 다했다 5년이 다 돼가는 지금 그때 일을 사찰로 단죄한다니 정말 안타깝다'  무엇을 헌신적으로 했는가? 타자를 생각하지 않는 행위는 악이다 5년이 되면 모든 죄가 용서되는가. 사찰로 단죄라니..  참으로 동정 안 간다  
90,"   [이재수 전 기무사령관의 투신자살이 세월호참사 진상규명, “왜 구하지 않고 죽였는지”를 밝히는데 치명타가 된 이유] facebook.com/63302782345497… pic.twitter.com/ngIkiTWK9y  "
